order,timestamp_ms,video_id,flag_count,like_count,view_count,comment_count,title
70,1.16465,LLIj3pXOKjs,2,122502,3057341,7841,Food Theory: STOP Using the Drive-Thru!
71,1.17582,drvPVTMQ8fU,0,157508,4849219,7406,Film Theory: Mario is IMMORTAL! (Super Mario Movie)
72,1.21402,mrPj0ZXxXcw,0,96944,1925697,5265,Game Theory: Minecraft Mobs Were Created To SAVE Us!
73,1.22488,QzdXvSC7mbg,1,53758,1036087,3105,Film Theory: Animator vs Animation LORE Will Make You Cry!
74,1.27425,mscDaDd1ipk,0,220457,4944931,10164,Film Theory: Bill Cipher is Still ALIVE… and I Found Him! (Gravity Falls)
75,1.28431,rhKnqsxeU6c,7,47575,2210388,1644,The Most Brutal Human Deaths Ever Discovered
76,1.35373,WpfJnuiRM5k,2,33544,1078845,2484,I Simulated The Truman Show in Minecraft
77,1.3641,FKRFBgQeBGs,1,84545,2720891,3011,Found Footage of a Player Being Followed
78,1.38581,KySMLhQpDEU,1,4368,101443,375,The Minecraft Horror Iceberg Explained
79,1.4229,T6clGMmtBiU,10,50672,1952423,5385,The Minecraft Player Trapped In A Simulation
80,1.43407,18f8xhPXzV4,2,138005,6384064,11376,The Story Of Simon_12: Herobrine's Secret Brother
81,1.49527,-EONr2KD1J8,1,10830,284796,758,"There’s Something Living in my Far Lands…"
82,1.5074,I6kkxlD-C48,0,44102,1354978,3791,Disturbing Footage From A Dead Minecraft Server
83,1.5426,YISnxMg1nNM,1,76294,1962206,7042,The Minecraft Mod That Hunts You Down
84,1.56437,Dw4d07Hftf0,2,71394,2164729,3320,I Coded Minecraft's Scariest Monsters to DOX YouTubers
85,1.57569,Lp6izXuFFHA,21,158321,4278134,10220,This YouTuber Faked 100 Videos. Here's How
86,1.62075,NbK11XCcZTg,0,29518,2731832,844,Try Not To Laugh ft. World's Strongest Man
87,1.63249,Cm-fp0Vmttw,1,19169,334498,496,pointcrow makes a video by random chance
88,1.66771,YfWpRGYq_14,0,33050,908198,1547,50 Ways I Pranked My Friends in Minecraft
89,1.6791,JTDllO5y3Ak,0,28787,753259,802,How I WON Mojang's Map Making Contest
90,1.70568,jhjl5Uqw2h8,0,123042,7689351,3267,Joining Random People's Minecraft Servers...
91,1.75805,vt8Z-lO8gmc,3,67891,2516189,2300,Every Unique Item Expands the Border
92,1.77042,9tYaZo7volc,0,35344,895716,1595,Minecraft's coolest update - 2025 April fools "CraftMine"
93,1.80559,ieIwxZaLOGw,5,41118,713723,3381,How I Won Minecraft's Biggest Event
94,1.82836,myO3KJo9I90,0,121802,4305596,5029,I Spent 100 Days on Just Bedrock (im not kidding)
95,1.83912,Oiq_s41JmYA,0,11141,296036,2824,I Cooked Every EXOTIC Bird
96,1.89054,vRVg4pgtwdc,3,24907,573671,2045,Being WAY Too Nice to Confuse my Friends on Minecraft...
97,1.90171,zCi9oHfS83A,2,9375,327585,976,Why I Killed My Best Friend's Dog
98,1.92597,XUP23K1I8Xk,7,76107,1733690,2800,I CHEATED In Roblox Most Popular Games
99,1.93802,dsXPoAcLECQ,5,11101,165771,871,Mario but if I die, I DOX myself
100,1.94955,g5zkr72gVJ8,66,14129,261584,778,I 100%'d Schedule 1. It Was Absurd.
,1.94955,[TOTAL TIME ELAPSED],,,,,
